tjd,aperture_difference_flux,scaled_aperture_flux,mit_difference_flux,residual
1331.157383988978,-0.07362174987792969,648.1936489823634,-901.2090122450281,1549.4026612273915
1331.178217578389,-0.5689945220947266,-283.0689406703865,1159.0633516132496,-1442.1322922836362
1331.1990511676245,2.565845489501953,5610.1884022441745,1742.5973113403488,3867.5910909038257
1331.2198847566856,0.21683502197265625,1194.229968914327,-270.3627868535864,1464.5927557679133
1331.240718345631,-0.7123146057128906,-552.4996395403042,-1544.9202829485391,992.4206434082349
1331.261551934343,-1.2836170196533203,-1626.5040970323503,-1761.728529780588,135.22443274823763
1331.2823855228798,-0.051372528076171875,690.0204692578134,-1253.9326962903094,1943.9531655481228
1331.303219111301,-0.48532867431640625,-125.78360236068954,318.18657074756925,-443.9701731082588
1331.3240526994896,0.576995849609375,1871.3045354786368,1065.8748865141429,805.4296489644939
1331.3448862875612,0.2196178436279297,1199.4614589084874,1401.0597589323695,-201.59830002388208
1331.3657198754586,0.6875743865966797,2079.1836529642105,1340.3491525299778,738.8345004342327
1331.3865534631232,0.6188983917236328,1950.078081525046,1820.3978010950239,129.6802804300221
1331.407387050671,0.22072601318359375,1201.5447321686706,1740.9998097086007,-539.45507753993
1331.428220638044,1.1190853118896484,2890.390897870915,470.86618451775263,2419.5247133531625
1331.4490542252424,0.7736835479736328,2241.062232317444,-979.0833194408028,3220.1455517582467
1331.4698878122665,-0.3020153045654297,218.83138862544206,-20.19576684038975,239.0271554658318
1331.490721399058,0.5368156433105469,1795.7688478727534,3540.6490186244637,-1744.8801707517102
1331.511554985733,2.6564464569091797,5780.51123035426,3121.9803854139627,2658.5308449402974
1331.532388572233,-0.11930084228515625,562.3204797773267,1155.6762636046274,-593.3557838273007
1331.553222158558,0.07972526550292969,936.4742059052635,2715.744553006422,-1779.2703471011584
1331.5740557447095,2.894987106323242,6228.9492458646655,955.2510245851099,5273.698221279556
1331.594889330686,-0.8537254333496094,-818.3410844800268,-1078.9803596960394,260.6392752160126
1331.615722916488,0.44565773010253906,1624.3990046301833,-755.7404268340473,2380.1394314642307
1331.6365565020565,-0.13632965087890625,530.3076335347878,195.6544614930806,334.6531720417072
1331.657390087509,0.7332649230957031,2165.0783361788185,209.6153363965518,1955.4629997822667
1331.678223672787,-0.9059467315673828,-916.5130958234942,-372.32767694146344,-544.1854188820307
1331.6990572578895,-0.3221759796142578,180.9308750968089,-927.4347140785919,1108.3655891754008
1331.7198908428186,-1.1694774627685547,-1411.9305369017475,-1450.5072639584528,38.576727056705295
